PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0135292,FT COLLINS LOVELAND WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,51500,18882,BEN VOTH,null,CHRIS MATKINS,CMATKINS@FCLWD.COM;,(BUS) 970-226-3104;
CO0112500,FT GARLAND WSD,Reports,COSTILLA,A,Community,Groundwater,No,477,286,MARK T FOXWORTHY,MARK T FOXWORTHY,SALINA PACHECO,FGWSD@GOJADE.ORG;,(BUS) 719-379-2660;
CO0162291,FT LUPTON CITY OF,Reports,WELD,A,Community,Surface Water,No,8100,1779,ANTHONY GOMEZ,JON MAYS,CHRIS CROSS,CCROSS@FORTLUPTONCO.GOV;,(BUS) 720-466-6103;
CO0144005,FT MORGAN CITY OF,Reports,MORGAN,A,Community,Surface Water,No,12000,4049,ERIK SAGEL,ELEAZAR O'CANAS JR,ELEAZAR O'CANAS JR,ELEAZAR.OCANAS@CITYOFFORTMORGAN.COM;,(BUS) 970-483-7244;
CO0101060,GALAMBS MOBILE HOME AND RV PARK,Reports,ADAMS,A,Community,Groundwater,No,130,50,PAUL E GRANT II,PAUL E GRANT II,JOHN BARANWAY,judncolnow@aol.com;,(BUS) 303-980-1836;
CO0120300,GAMBEL OAKS HOA,Reports,ELBERT,A,Community,Groundwater,No,350,79,SHAWN R GRIFFITH,DAVE BOMHOFF,SHANE NICKELL,d.s.nickell@gmail.com;,(BUS) 303-949-2098;
CO0108415,GAME TRAIL ASSOCIATION INC,Reports,CHAFFEE,A,Community,Groundwater,No,474,269,ROY GERTSON,ROY GERTSON,WALT LAFFORD,WALT@GAMETRAIL.ORG;,(BUS) 719-395-0811;
CO0112700,GARCIA DOMESTIC WUA,Reports,COSTILLA,A,Community,Groundwater,No,100,47,MIGUEL CHAIREZ,MIGUEL CHAIREZ,DON VASQUEZ,zerko65@msn.com;,(BUS) 719-992-1461;
CO0121325,GARDEN VALLEY,Reports,EL PASO,A,Community,Groundwater,No,900,309,BRENDA SMITH,BRENDA SMITH,BRENDA SMITH,RPBSB12345@MSN.COM;,(BUS) 719-375-4251;
CO0128300,GARDNER WATER AND SANITATION DIST,Reports,HUERFANO,A,Community,Groundwater,No,400,45,CHARLES BRYANT,CHARLES BRYANT,MELANIE BOUNDS,MBOUNDS@HUERFANO.US;,(BUS) 719-738-3000;
CO0139220,GATEWAY CANYONS WS,Reports,MESA,A,Community,Groundwater,No,370,9,RUSSELL W ASHBY,RUSSELL W ASHBY,MIKE HALL,mike.hall@gatewaycanyons.com;,(BUS) 970-931-2611;
CO0221302,GATEWAY CHILDCARE AND PRESCHOOL,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,116,1,null,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0149300,GATEWAY MD,Reports,PITKIN,A,Community,Groundwater,No,160,75,ALAN D LESLIE,ALAN D LESLIE,BOB JOHNSON,BOB.JOHNSON@INTEGRATEDMTN.COM;,(BUS) 970-948-4187;
CO0239300,GATEWAY SCHOOL,Reports,MESA,A,"Non-Transient, Non-Community",Groundwater,No,75,1,RUSSELL W ASHBY,RUSSELL W ASHBY,ERIC NILSEN,ERIC.NILSEN@D51SCHOOLS.ORG;,null
CO0263299,GAYTAN WS,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,48,4,JULIE MCCALEB,JULIE MCCALEB,JULIE MCCALEB,JMCCALEB@SMITHFIELD.COM;,(BUS) 970-848-3902;
CO0234301,GCC ENERGY WATER SYSTEM,Reports,LA PLATA,A,"Non-Transient, Non-Community",Surface Water,No,120,2,ANTHONY RAMSEY,ANTHONY RAMSEY,WADE WYMORE,WWYMORE@GCC.COM;,(BUS) 970-903-5716;
CO0251303,GCC RIO GRANDE RED ROCK PLANT,Reports,PUEBLO,A,"Non-Transient, Non-Community",Purchased Surface Water,No,124,3,CHRISTOPHER L ABEYTA,CHRISTOPHER L ABEYTA,AMY VEEK,aveek@gcc.com;,(BUS) 719-647-6861;
CO0130035,GENESEE WSD,Reports,JEFFERSON,A,Community,Surface Water,No,3900,1394,CHRIS BROWNELL,CHRIS BROWNELL,CHRIS BROWNELL,CBROWNELL@GENESEEWATER.COM;,(BUS) 303-278-9780;
CO0137005,GENOA TOWN OF,Reports,LINCOLN,A,Community,Groundwater UDI Surface Water,No,145,80,RICHARD L HOPP,RICHARD L HOPP,RICHARD L HOPP,RICHARD@RHWW.NET;,(BUS) 970-371-0919;
CO0110015,GEORGETOWN TOWN OF,Reports,CLEAR CREEK,A,Community,Surface Water,No,1439,603,RYAN M ZABEL,RYAN M ZABEL,KENT BROWN,gtownutilities@townofgeorgetown.us;,(BUS) 303-569-2555;
CO0115305,GERMAN CREEK WEST WATER ASSOCIATION,Reports,DELTA,A,Community,Purchased Surface Water,No,53,23,PHILIP CERIANI,PHILIP CERIANI,BEVERLY WILLMORE,bevwilmore@gmail.com;,(BUS) 970-270-7401;
CO0162310,GILCREST TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,1150,350,ROBERT L MEISNER,null,TRUDY PETERSON,trudy@townofgilcrest.org;,(BUS) 970-737-2426;
CO0224200,GILPIN COUNTY JUSTICE CENTER,Reports,GILPIN,A,"Non-Transient, Non-Community",Groundwater,No,69,3,JORDAN HERZING,JORDAN HERZING,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0224210,GILPIN COUNTY SCHOOL,Reports,GILPIN,A,"Non-Transient, Non-Community",Groundwater,No,562,3,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0115310,GINTERS GROVE DOMESTIC WATER CORP,Reports,DELTA,A,Community,Purchased Surface Water,No,38,26,JERRY M YOUNG,null,PHILLIP STINNETT,phillip_stinnett@yahoo.com;,(BUS) 970-261-8212;
CO0135315,GLACIER VIEW MEADOWS WSA,Reports,LARIMER,A,Community,Groundwater,No,395,171,FRANK STANEK,FRANK STANEK,LARRY MAYBON,MANAGER@GLACIERVIEWMEADOWS.COM;,(BUS) 970-493-6812;
CO0103055,GLENDALE CITY OF,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,4400,237,KEVIN GEORGE BROWN,null,JOSHUA BERTRAND,JBERTRAND@GLENDALE.CO.US; ghazlett@glendale.co.us;,(BUS) 303-639-4500;
CO0108313,GLENVIEW OWNERS ASSOC,Reports,CHAFFEE,A,Community,Groundwater,No,44,21,ROY GERTSON,ROY GERTSON,RANDY CASE,rwcase@crlr.net;,(BUS) 719-633-2700;
CO0123314,GLENWOOD SPRINGS CITY OF,Reports,GARFIELD,A,Community,Surface Water,No,9428,3500,JEREMY EVERDING,MICHAEL HEDRICK,WARREN HAYS,WARREN.HAYS@COGS.US;,(BUS) 970-384-6348;
CO0160180,GOLD RUSH WC,Reports,TELLER,A,Community,Purchased Surface Water,YES,132,2,LYNN WILLOW,LYNN WILLOW,STEVEN C NILES,GRW2009@CENTRYLINK.NET;,(BUS) 719-687-9769;
CO0130040,GOLDEN CITY OF,Reports,JEFFERSON,A,Community,Surface Water,No,29635,5273,LESLIE MAJOR,BRYNN GOE,KERRY MAJOR,KMAJOR@CITYOFGOLDEN.NET;,(BUS) 303-384-8182;
CO0130318,GOLDEN TERRACE SOUTH,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,425,169,JORDAN HERZING,JORDAN HERZING,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0130317,GOLDEN TERRACE VILLAGE,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,580,233,JORDAN HERZING,JORDAN HERZING,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0130319,GOLDEN TERRACE WEST,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,825,386,JORDAN HERZING,JORDAN HERZING,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0134480,GOODMAN POA,Reports,LA PLATA,A,Community,Groundwater,No,96,27,FRED STEPHENSON,FRED STEPHENSON,CHRIS MEYER,aquaman@gobrainstorm.net;,(BUS) 970-259-8720;
CO0107321,GRACE MAR WUA,Reports,BOULDER,A,Community,Groundwater,No,50,15,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0150300,GRANADA TOWN OF,Reports,PROWERS,A,Community,Groundwater,No,515,231,JACKIE MALONE,JACKIE MALONE,JACKIE MALONE,granadaclerk@outlook.com;,(BUS) 719-734-5411;
CO0150400,GRANADA WA,Reports,PROWERS,A,Community,Groundwater,No,378,150,LINDA J WILGER,LINDA J WILGER,LINDA J WILGER,LJWILGER@CENTURYLINK.NET;,(BUS) 719-336-7612;
CO0125320,GRANBY JONES MHP,Reports,GRAND,A,Community,Groundwater,No,201,62,R PAUL STRAUSS,R PAUL STRAUSS,JAMES H JONES,GRANBYJONES@GMAIL.COM;,(BUS) 303-278-8531;
CO0125321,GRANBY TOWN OF NORTH SERVICE AREA,Reports,GRAND,A,Community,Surface Water,No,1725,787,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,dbellatty@townofgranby.com; db@coloradowaterinc.com;,(BUS) 970-887-2466;
CO0125710,GRANBY TOWN OF SOUTH SERVICE AREA,Reports,GRAND,A,Community,Groundwater UDI Surface Water,No,2300,765,JOSHUA BROADY,JOSHUA BROADY,DOUGLAS A BELLATTY,dbellatty@townofgranby.com; db@coloradowaterinc.com;,(BUS) 970-887-2466;
CO0125674,GRANBY TOWN OF WEST SERVICE AREA,Reports,GRAND,A,Community,Groundwater,No,0,1,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,dbellatty@townofgranby.com; db@coloradowaterinc.com;,(BUS) 970-887-2466;
CO0125323,GRAND COUNTY WATER NO 1,Reports,GRAND,A,Community,Surface Water,No,5400,702,KRIS D BASSETT,KRIS D BASSETT,KRIS D BASSETT,KBASSETT@GCWS1.COM;,(BUS) 970-726-5583;
CO0139321,GRAND JUNCTION CITY OF,Reports,MESA,A,Community,Surface Water,No,26000,9300,RONALD KEY,MARK RITTERBUSH,RANDI KIM,randik@gjcity.org;,(BUS) 970-244-1429;
CO0125322,GRAND LAKE TOWN OF,Reports,GRAND,A,Community,Groundwater,No,2035,929,DAVID JOHNSON,DAVID JOHNSON,DAVID JOHNSON,GLWATER@TOWNOFGRANDLAKE.COM;,(BUS) 970-531-3309;
CO0121345,GRAND VIEW MHP,Reports,EL PASO,A,Community,Groundwater,No,250,120,WILL S PARKER,WILL S PARKER,LARISA KUNAU,GVMHP.OFFICE@GMAIL.COM;,(BUS) 719-331-6102;
CO0121350,GRANDVIEW MHP,Reports,EL PASO,A,Community,Groundwater,No,90,40,DONALD R TAYLOR,DONALD R TAYLOR,DONALD R TAYLOR,chlorineman@aol.com;,(BUS) 719-661-1573;
CO0202300,GREAT SAND DUNES   HQ,Reports,ALAMOSA,A,"Non-Transient, Non-Community",Groundwater,No,1400,16,BRENDAN CAHILL,BRENDAN CAHILL,JEREMY PETRUNCIO,JEREMY_PETRUNCIO@NPS.GOV;,(BUS) 719-588-8090;
CO0101063,GREATROCK NORTH WSD,Reports,ADAMS,A,Community,Groundwater,No,961,428,R WAYNE RAMEY,R WAYNE RAMEY,LISA JOHNSON,lisa.johnson@claconnect.com;,(BUS) 303-439-6029;
CO0162321,GREELEY CITY OF,Reports,WELD,A,Community,Surface Water,No,108000,25889,KYLE HOLMES,ANDREW R KABOT,NINA CUDAHY,nina.cudahy@greeleygov.com;,(BUS) 970-397-5478;
CO0119321,GREEN ACRES MHP,Reports,EAGLE,A,Community,Groundwater UDI Surface Water,No,125,36,KYLE ANDERSON,KYLE ANDERSON,RICHARD RIGGAN,GREENACRESEAGLE@GMAIL.COM;,(BUS) 970-328-1696;
CO0101065,GREEN ACRES MHP,Reports,ADAMS,A,Community,Groundwater,No,325,322,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0130321,GREEN MOUNTAIN WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,11045,10113,JOSH STANLEY,null,KRISTAN BUCK,manager@greenmountainwater.org;,(BUS) 303-985-1581;
CO0136321,GREETVILLE CARBONDALE WATER,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,210,65,RYAN GILMARTIN,null,DAVE NOLAN,DAVE@NOLANQUALITYCUSTOMS.ORG;,(BUS) 719-859-6920;
CO0156300,GRIZZLY PEAK WATER SALES,Reports,SAN JUAN,A,"Non-Transient, Non-Community",Groundwater,No,503,12,DAVID W MARSA,DAVID W MARSA,DAVID W MARSA,swwastewater@yahoo.com;,(BUS) 970-759-1609;
CO0162322,GROVER TOWN OF,Reports,WELD,A,Community,Groundwater,No,154,100,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0111500,GUADALUPE WA,Reports,CONEJOS,A,Community,Groundwater,No,42,17,DON MARTINEZ,DON MARTINEZ,PETER DUARTE,pduarte@centurytel.net;,(BUS) 719-580-6480;
CO0247326,GUFFEY CHARTER SCHOOL,Reports,PARK,A,"Non-Transient, Non-Community",Groundwater,No,70,1,CHERYL A KRAMP,CHERYL A KRAMP,MARTINE WALKER,MWALKER@GUFFEYSCHOOL.ORG;,(BUS) 719-689-2093;
CO0126325,GUNNISON CITY OF,Reports,GUNNISON,A,Community,Groundwater,No,7620,2494,MICHAEL ROGERS,JIM YADAUGA,DAVID GARDNER,DGARDNER@GUNNISONCO.GOV;,(BUS) 970-641-8322;
CO0126220,GUNNISON COUNTY WSD,Reports,GUNNISON,A,Community,Surface Water,No,750,314,ROBYN ZIMMERMAN,ROBYN ZIMMERMAN,MARLENE CROSBY,mcrosby@gunnisoncounty.org;,(BUS) 970-641-0044;
CO0119329,GYPSUM TOWN OF,Reports,EAGLE,A,Community,Surface Water,No,7764,2558,OAKLEY ELLIS,OAKLEY ELLIS,TOM BRINSON,tom@townofgypsum.com;,(BUS) 970-904-6239;
CO0159063,HAMILTON CREEK MD,Reports,SUMMIT,A,Community,Surface Water,No,200,104,MATTHEW WILLITTS,MATTHEW WILLITTS,TOM OBERHEIDE,ADMIN@HAMILTONCREEK.ORG;,(BUS) 970-468-6875;
CO0115340,HAMMOND PIPELINE,Reports,DELTA,A,Community,Purchased Groundwater UDI Surface Water,No,70,32,WILLIAM L HABENICHT,WILLIAM L HABENICHT,LISA HIENRITZ,HAMMONDPIPELINE@GMAIL.COM;,(BUS) 970-527-6355;
CO0221455,HANOVER SCHOOL,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,363,4,WILL S PARKER,WILL S PARKER,BRIAN WOOLLARD,null,(BUS) 719-683-2247;
CO0115333,HANSON MESA DOMESTIC PIPELINE CO INC,Reports,DELTA,A,Community,Purchased Surface Water,No,250,90,PHILIP CERIANI,null,DIANE WALKER,hotchkisswater@gmail.com;,(BUS) 970-872-4416;
CO0234390,HAPPY SCENES WS INC,Reports,LA PLATA,A,Community,Groundwater,No,121,16,TOM RILEY,TOM RILEY,MARGIE MILLER,MARGIEKMILLER@MSN.COM;,(BUS) 970-884-6080;
CO0150500,HARTMAN TOWN OF,Reports,PROWERS,A,Community,Groundwater,No,93,45,RANDY HOLLAND,RANDY HOLLAND,RANDY HOLLAND,PUBLICWORKS@KITCARSONCOLORADO.COM;,(BUS) 719-962-3248;
CO0106200,HASTY WC,Reports,BENT,A,Community,Groundwater,No,144,98,ROBERT RATCLIFF,ROBERT RATCLIFF,CODY RATCLIFF,HASTYWATER@GMAIL.COM;,(BUS) 719-688-1970;
CO0131600,HASWELL TOWN OF,Reports,KIOWA,A,Community,Groundwater,No,85,46,VAN H BROWN JR,VAN H BROWN JR,MICHELLE NELSON,AGROLADY@YAHOO.COM;,(BUS) 719-436-2246;
CO0123345,HAWKRIDGE HOA,Reports,GARFIELD,A,Community,Groundwater,No,42,16,WALLACE E CANTERBURY,WALLACE E CANTERBURY,KIRK WILLIAMS,kirkwilliams@hangar45.com;,(BUS) 970-963-7313;
CO0148001,HAXTUN TOWN OF,Reports,PHILLIPS,A,Community,Groundwater,No,952,518,CHRIS BORNHOFT,CHRIS BORNHOFT,RON CARPENTER,RCARPENTER@PCTELCOM.COOP;,(BUS) 970-774-6104;
CO0154333,HAYDEN TOWN OF,Reports,ROUTT,A,Community,Surface Water,No,3915,895,SKYLER CLESS,SCOTT PRICE,BRYAN RICHARDS,BRYAN.RICHARDS@HAYDENCOLORADO.ORG;,(BUS) 970-276-3741;
CO0101070,HAZELTINE HEIGHTS WATER,Reports,ADAMS,A,Community,Groundwater,No,261,88,JOE HUFFAKER,JOE HUFFAKER,SHIRLEY SABIN,hhw_sd@comcast.net;,(BUS) 303-288-8730;
CO0134338,HEARTWOOD CO OP HOUSING,Reports,LA PLATA,A,Community,Groundwater,No,60,25,BARRY GOLDBERG,BARRY GOLDBERG,BARRY GOLDBERG,barry@hwgoldberg.com;,(BUS) 970-749-1808;
CO0159060,HEENEY WATER DISTRICT,Reports,SUMMIT,A,Community,Groundwater,No,150,75,RICHARD L SEAL,RICHARD L SEAL,RICHARD L SEAL,HEENEYWATER@GMAIL.COM;,(BUS) 303-807-4743;
CO0134450,HERMOSA VILLAGE,Reports,LA PLATA,A,Community,Groundwater,No,98,57,FRED STEPHENSON,FRED STEPHENSON,GINGER BREED,GBREED1972@YAHOO.COM;,(BUS) 970-759-3406;
CO0223810,HERONS NEST RV PARK,Reports,GARFIELD,A,Community,Groundwater,No,90,70,SIMON CASAS,SIMON CASAS,SIMON CASAS,simoncasaslopez@hotmail.com;,(BUS) 970-876-2443;
CO0101075,HI LAND ACRES WSD,Reports,ADAMS,A,Community,Groundwater,No,350,117,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0135343,HICKORY VILLAGE,Reports,LARIMER,A,Community,Purchased Surface Water,No,816,204,RONALD TORRES JR,null,VANESSA MANCILL,vanessa.mancill@awws.org;,(BUS) 970-494-1610;
CO0115342,HIDDEN VALLEY HOA WATER COMPANY,Reports,DELTA,A,Community,Purchased Surface Water,No,120,52,CASSANDRA SHENK,CASSANDRA SHENK,JEFF COWAN,JEFFCOWAN52@GMAIL.COM;,(BUS) 970-527-3180;
CO0130045,HIDDEN VALLEY WATER DISTRICT,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,155,63,ASHLEY STRAUB,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0139344,HIDDEN VALLEY WC INC,Reports,MESA,A,Community,Purchased Surface Water,No,60,20,RUSSELL W ASHBY,null,GENE WHITING,kvconstruction.gw@gmail.com;,(BUS) 970-250-5856;
CO0101080,HIGH PLAINS WUA,Reports,ADAMS,A,Community,Groundwater,No,200,98,R WAYNE RAMEY,R WAYNE RAMEY,ELOY TRUJILLO,HIGHPLAINSWATER@OUTLOOK.COM;,(BUS) 720-872-2941;
CO0102300,HIGH VALLEY MHP,Reports,ALAMOSA,A,Community,Groundwater,No,85,28,BRET COLLYER,BRET COLLYER,SHAWNEE TURNER,ABSHAWNEE12@YAHOO.COM;,(BUS) 719-589-6994;
CO0130344,HIGH VIEW WD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,4000,890,DWAYNE V DAVIS,null,AJ BECKMAN,abeckman@highviewwater.com; MIKE@IDLEDALEWSD.ORG; aj@publicalliancellc.com;,(BUS) 303-233-2182; (BUS) 303-697-4319;
CO0160200,HIGHLAND LAKES WD,Reports,TELLER,A,Community,Groundwater UDI Surface Water,No,875,360,KENNETH CASE,KENNETH CASE,MARY SCHNIERLE,highlandwater@msn.com;,(BUS) 719-687-7937;
CO0101085,HILLCREST VILLAGE MHP,Reports,ADAMS,A,Community,Groundwater,No,1505,602,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0144010,HILLROSE TOWN OF,Reports,MORGAN,A,Community,Purchased Groundwater,No,300,139,DALE COLERICK JR,DALE COLERICK JR,DALE COLERICK JR,dcolerick@brushcolo.com; DACOLERICK@AOL.COM; JULESBURGTOWNOF@GMAIL.COM;,(BUS) 970-474-3344; (BUS) 970-842-5001;
CO0145300,HILLTOP WC,Reports,OTERO,A,Community,Groundwater,No,285,119,DARRELL R HERMAN,DARRELL R HERMAN,DARRELL R HERMAN,darrellrherman87@gmail.com;,(BUS) 719-254-6242;
CO0145330,HOLBROOK CENTER SOFT WA,Reports,OTERO,A,Community,Groundwater,No,51,19,BRETT A DOUGHERTY,BRETT A DOUGHERTY,BRETT A DOUGHERTY,BENTSFORTWATER@BRESNAN.NET;,null
CO0222700,HOLCIM INC,Reports,FREMONT,A,"Non-Transient, Non-Community",Surface Water,No,200,7,JOHN TELCK,SHERRI JONES,DARLENE BRAY,darlene.bray@lafargeholcim.com;,(BUS) 719-288-1427;
CO0101352,HOLIDAY HILLS VILLAGE,Reports,ADAMS,A,Community,Purchased Surface Water,No,986,582,ASHLEY STRAUB,ASHLEY STRAUB,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0121352,HOLIDAY VILLAGE MOBILE HOME COMMUNITY,Reports,EL PASO,A,Community,Purchased Surface Water,No,360,241,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,STEPHANIE BOURNE,HOLIDAYVILLAGECOLORADO_MGR@EQUITYLIFESTYLE.COM;,(BUS) 719-475-2915;
CO0149352,HOLLAND HILLS MD,Reports,PITKIN,A,Community,Groundwater,No,225,60,WALLACE E CANTERBURY,WALLACE E CANTERBURY,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0150600,HOLLY TOWN OF,Reports,PROWERS,A,Community,Groundwater,No,800,448,JW NEAL,JW NEAL,TONY GARCIA,CLERK@TOWNOFHOLLY.COM;,(BUS) 719-537-6622;
CO0148005,HOLYOKE CITY OF,Reports,PHILLIPS,A,Community,Groundwater,No,2540,1295,LENNIE FISBECK,LENNIE FISBECK,LENNIE FISBECK,HOLYOKEWATER@PCTELCOM.COOP;,(BUS) 970-854-2266;
CO0145360,HOMESTEAD IMPROVEMENT ASSOCIATION INC,Reports,OTERO,A,Community,Purchased Groundwater,No,87,29,NORMAN R NOE,NORMAN R NOE,NORMAN R NOE,NORMAN77N@GMAIL.COM;,(BUS) 719-384-5458;
CO0119352,HOMESTEAD PARK,Reports,EAGLE,A,Community,Purchased Groundwater UDI Surface Water,No,30,16,RILEY GESSELE,RILEY GESSELE,CLAY CROSSLAND,null,(BUS) 970-927-4343;
CO0134809,HOMESTEAD TRAILS,Reports,LA PLATA,A,Community,Groundwater,No,174,58,DEB HALL,DEB HALL,GRANT RICHARDS,homesteadab@msn.com;,(BUS) 970-799-1747;
CO0130050,HOMESTEAD WC,Reports,JEFFERSON,A,Community,Surface Water,No,958,309,NORMAN LEWIS,NORMAN LEWIS,NORMAN LEWIS,NORM@HCH2o.COM;,(BUS) 303-670-7146;
CO0107352,HOOVER HILLS WSD,Reports,BOULDER,A,Community,Purchased Surface Water,No,600,256,KINCADE BERTRAND,null,KINCADE BERTRAND,CADE@METRO-DISTRICT.COM;,(BUS) 303-328-5800;
CO0101175,HOPE DITCH CO,Reports,ADAMS,A,Community,Groundwater,No,63,23,R WAYNE RAMEY,R WAYNE RAMEY,BRIAN SEMS,BKBSEMS@HOTMAIL.COM;,(BUS) 303-995-8045;
CO0111525,HORCA SUBD RED BEAR INN,Reports,CONEJOS,A,"Non-Transient, Non-Community",Groundwater,No,88,75,CHRISTIAN BOYER,CHRISTIAN BOYER,RAY BERRY,roddy4445@gmail.com;,(BUS) 830-370-4970;
CO0125352,HOT SULPHUR SPRINGS TOWN OF,Reports,GRAND,A,Community,Surface Water,No,748,327,LUCAS ACKERMAN,LUCAS ACKERMAN,ROBERT MCVAY,UNCLEBOBHS@MSN.COM;,(BUS) 970-725-3933;
CO0115352,HOTCHKISS TOWN OF,Reports,DELTA,A,Community,Surface Water,No,2050,798,MICHAEL J OWENS,MICHAEL J OWENS,MICHAEL J OWENS,HPWD@TOWNOFHOTCHKISS.COM;,(BUS) 970-872-3663;
CO0128400,HUAJATOLLA VALLEY ESTATES INC,Reports,HUERFANO,A,Community,Groundwater UDI Surface Water,No,132,53,EDWARD A ROLLMAN JR,EDWARD A ROLLMAN JR,EDWARD A ROLLMAN JR,EDROLLMAN@GMAIL.COM;,(BUS) 719-890-4069;
CO0162359,HUDSON TOWN OF,Reports,WELD,A,Community,Groundwater,No,3350,507,RICHARD L HOPP,RICHARD L HOPP,GUY PATTERSON,MANAGER@HUDSONCOLORADO.ORG;,(BUS) 303-536-9311;
CO0137010,HUGO TOWN OF,Reports,LINCOLN,A,Community,Groundwater,No,885,484,JEREMY FORRISTALL,MARK T FOXWORTHY,MARIA NESTOR,HUGOTOWNCLERK@ESRTA.COM;,(BUS) 719-743-2485;
CO0110020,IDAHO SPRINGS CITY OF,Reports,CLEAR CREEK,A,Community,Surface Water,No,9390,998,R WAYNE RAMEY,R WAYNE RAMEY,ANDREW MARSH,ADMIN@IDAHOSPRINGSCO.COM;,(BUS) 303-567-4421;
CO0263003,IDALIA SCHOOL,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,452,8,JUSTIN HARDWICK,JUSTIN HARDWICK,JUSTIN HARDWICK,idalia_maintenance@yahoo.com;,(BUS) 970-354-7298;
CO0130055,IDLEDALE WSD,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,350,137,RICHARD PINTOR JR,RICHARD PINTOR JR,AJ BECKMAN,abeckman@highviewwater.com; MIKE@IDLEDALEWSD.ORG; aj@publicalliancellc.com;,(BUS) 303-233-2182; (BUS) 303-697-4319;
CO0134500,IGNACIO TOWN OF,Reports,LA PLATA,A,Community,Purchased Surface Water,No,800,397,COLTEN SMITHSON,null,JEREMEY MICKEY,jmickey@townofignacio.com;,(BUS) 970-553-0338;
CO0138015,ILIFF TOWN OF,Reports,LOGAN,A,Community,Groundwater,No,328,134,LYDIA KISER,LYDIA KISER,CAROLYN JACKSON,TOWNOFILIFF@KCI.NET;,(BUS) 970-522-2283;
CO0157250,ILIUM VALLEY WS,Reports,SAN MIGUEL,A,Community,Groundwater,No,165,40,PATRICK DREW,PATRICK DREW,RYAN KUSUNO,ryan@telecampartners.com;,(BUS) 303-884-7605;
CO0120384,INDEPENDENCE WSD,Reports,ELBERT,A,Community,Groundwater,No,94,45,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0130065,INDIAN HILLS WD,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,1300,380,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,CHRIS VARGO,cvargo@indianhillswater.com;,(BUS) 303-941-8691;
CO0153450,INDIAN TRAILS WATER LLC,Reports,RIO GRANDE,A,Community,Groundwater,No,96,60,DALE WEAVER,DALE WEAVER,JASON TECZA,indiantrailswater@gmail.com;,(BUS) 719-377-3822;
CO0130070,INSPIRATION VALLEY MHP,Reports,JEFFERSON,A,Community,Groundwater,No,250,143,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
